	문서번호	문장번호	수집일	채널	문장	URL	회사명	연관어
7462	DN000000010664086651_17	DN000000010664086651	20230110	언론	이마트가 인기 선물세트에 친환경 전략을 도입한 이유는 친환경 등 가치소비가 주요 소비 트렌트로 자리 잡으면서 고객의 의견을 반영한 상품이 큰 인기를 끌고 있기 때문입니다.	http://news.zum.com/articles/80622784	이마트	친환경,소비
7466	DN000000010664138472_13	DN000000010664138472	20230110	언론	이마트가 이처럼 인기 선물세트에 친환경 요소를 강화한 이유는 친환경 등 가치소비가 주요 소비 트렌드로 자리잡으며 관련 상품이 큰 인기를 끌고 있기 때문이다.	http://www.shinailbo.co.kr/news/articleView.html?idxno=1647654	이마트	친환경,소비
7474	DN000000010664237697_30	DN000000010664237697	20230110	언론	이마트가 인기 선물세트에 친환경 전략을 도입한 이유는 '가치소비'가 주요 소비 트렌트로 자리 잡으면서, 관련 상품이 큰 인기를 끌고 있기 때문이다.	https://v.daum.net/v/20230110101221502	이마트	친환경,소비
7475	DN000000010664241649_30	DN000000010664241649	20230110	언론	이마트가 인기 선물세트에 친환경 전략을 도입한 이유는 ‘가치소비’가 주요 소비 트렌트로 자리 잡으면서, 관련 상품이 큰 인기를 끌고 있기 때문이다.	https://sports.hankooki.com/news/articleView.html?idxno=6817908	이마트	친환경,소비
7481	DN000000010664546195_18	DN000000010664546195	20230110	언론	이마트가 인기 선물세트에 친환경 전략을 도입한 이유는 친환경 등 가치소비가 주요 소비 트렌트로 자리 잡으면서 고객의 의견을 반영한 상품이 큰 인기를 끌고 있기 때문이다.	https://www.shinsegaegroupnewsroom.com/97044/	이마트	친환경,소비
7483	DN000000010665259257_14	DN000000010665259257	20230110	언론	이마트가 이처럼 친환경 전략을 도입하는 이유는 친환경 등 가치소비를 추구하는 고객이 늘고 있으며 이러한 상품이 인기를 끌고 있어서다.	http://www.etoday.co.kr/news/flashnews/flash_view?idxno=2211241	이마트	친환경,소비
7486	DN000000010665502907_1	DN000000010665502907	20230110	언론	"이마트, 설 선물세트에 '스티로폼 제로' 도입…친환경 가치소비 선도\n사진=이마트

이마트는 올 설 축·수산 선물세트에 ‘스티로폼 제로’ 전략을 도입했다고 10일 밝혔다."	http://tour.g-enews.com/view.php?ud=2023011014091050311c3c506100_1&ssk=g0500	이마트	친환경,소비
7487	DN000000010665572212_15	DN000000010665572212	20230110	언론	이마트가 선물세트에 친환경 전략을 도입한 이유는 친환경 등 가치소비가 주요 소비 트렌트로 자리 잡으면서 고객의 의견을 반영한 상품이 큰 인기를 끌고 있기 때문이다.	http://www.ejanews.co.kr/news/articleView.html?idxno=310649	이마트	친환경,소비
7488	DN000000010665904985_1	DN000000010665904985	20230110	언론	스티로폼·부직포 대신 `종이`로… 친환경 설선물 꾸리는 대형마트\n친환경 포장재를 사용한 조선호텔 경주천년한우1등급 구이세트 1호. 이마트 제공 대형마트가 설 연휴를 겨냥해 '친환경' 마케팅 효과를 쏠쏠히 거두고 있다.	https://n.news.naver.com/mnews/article/029/0002777912?rc=N&ntype=RANKING&sid=001	이마트	친환경,사용,종이,1등급
7489	DN000000010665908230_1	DN000000010665908230	20230110	언론	"스티로폼·부직포 대신 `종이`로… 친환경 설선물 꾸리는 대형마트\n친환경 포장재를 사용한 조선호텔 경주천년한우1등급 구이세트 1호. 이마트 제공   
대형마트가 설 연휴를 겨냥해 '친환경' 마케팅 효과를 쏠쏠히 거두고 있다."	https://v.daum.net/v/20230110194634561	이마트	친환경,사용,종이,1등급
7490	DN000000010664129552_2	DN000000010664129552	20230110	언론	"사진은 친환경 포장재 사용한 조선호텔 한우 선물 세트. 2023.1.10 [이마트 제공. 재판매 및 DB 금지]

 photo@yna.co.kr"	https://n.news.naver.com/mnews/article/001/0013691065?rc=N&ntype=RANKING&sid=001	이마트	친환경,사용,금지
7491	DN000000010664139030_2	DN000000010664139030	20230110	언론	"사진은 친환경 포장재 사용한 조선호텔 한우 선물 세트. 2023.1.10 [이마트 제공. 재판매 및 DB 금지]
 
photo@yna.co.kr
 
▶제보는 카톡 okjebo"	https://v.daum.net/v/20230110092655715	이마트	친환경,사용,금지
7492	DN000000010664147984_2	DN000000010664147984	20230110	언론	"사진은 친환경 포장재 사용한 조선호텔 한우 선물 세트. 2023.1.10 [이마트 제공. 재판매 및 DB 금지]
photo@yna.co.kr"	http://news.nate.com/view/20230110n06894?mid=n0100	이마트	친환경,사용,금지
7493	DN000000010663836818_16	DN000000010663836818	20230110	언론	친환경 포장재를 사용한 조선호텔 경주천년한우1등급 구이세트 1호. 이마트 제공	https://n.news.naver.com/mnews/article/029/0002777663?rc=N&ntype=RANKING&sid=001	이마트	친환경,사용,1등급
7494	DN000000010663836903_1	DN000000010663836903	20230110	언론	"이마트 ""친환경 포장재로 바꾼 축산 선물세트 매출 22% 늘어""\n친환경 포장재를 사용한 조선호텔 경주천년한우1등급 구이세트 1호. 이마트 제공   
이마트는 올 설 선물세트에 친환경 포장재를 사용해 고객들에게 좋은 반응을 얻고 있다고 9일 밝혔다."	https://v.daum.net/v/20230110060109757	이마트	친환경,사용,1등급
7495	DN000000010664219104_14	DN000000010664219104	20230110	언론	친환경 포장재 사용한 '조선호텔 경주천년 한우1등급 구이세트 1호'	http://www.nextdaily.co.kr/news/articleView.html?idxno=214261	이마트	친환경,사용,1등급
7496	DN000000010665259257_9	DN000000010665259257	20230110	언론	"▲친환경 포장재 사용한 ‘조선호텔 경주천년 한우1등급 구이세트 1호’. (사진제공=이마트)
이마트도 올해 설 설 축·수산 선물세트에 ‘스티로폼 제로’ 전략을 본격 도입했다."	http://www.etoday.co.kr/news/flashnews/flash_view?idxno=2211241	이마트	친환경,사용,1등급
7497	DN000000010665277125_9	DN000000010665277125	20230110	언론	"친환경 포장재 사용한 ‘조선호텔 경주천년 한우1등급 구이세트 1호’.
  이마트도 올해 설 설 축·수산 선물세트에 ‘스티로폼 제로’ 전략을 본격 도입했다."	http://news.zum.com/articles/80636734	이마트	친환경,사용,1등급
7498	DN000000010665287183_9	DN000000010665287183	20230110	언론	"친환경 포장재 사용한 ‘조선호텔 경주천년 한우1등급 구이세트 1호’.(사진제공=이마트)

이마트도 올해 설 설 축·수산 선물세트에 ‘스티로폼 제로’ 전략을 본격 도입했다."	http://news.nate.com/view/20230110n25792?mid=n0100	이마트	친환경,사용,1등급
7499	DN000000010663836818_1	DN000000010663836818	20230110	언론	"이마트 ""친환경 포장재로 바꾼 축산 선물세트 매출 22% 늘어""\n이마트는 올 설 선물세트에 친환경 포장재를 사용해 고객들에게 좋은 반응을 얻고 있다고 9일 밝혔다."	https://n.news.naver.com/mnews/article/029/0002777663?rc=N&ntype=RANKING&sid=001	이마트	친환경,사용
7500	DN000000010663839118_4	DN000000010663839118	20230110	언론	"친환경 포장재가 적용된 한우 선물세트.[사진=이마트]
선물세트에서 스티로폼을 가장 많이 사용하는 분야는 보냉이 필요한 축산, 수산 선물세트다."	http://news.nate.com/view/20230110n02258?mid=n0100	이마트	친환경,사용
7502	DN000000010663853186_4	DN000000010663853186	20230110	언론	"친환경 포장재가 적용된 한우 선물세트.[사진=이마트]   
선물세트에서 스티로폼을 가장 많이 사용하는 분야는 보냉이 필요한 축산, 수산 선물세트다."	http://cn.moneta.co.kr/Service/paxnet/ShellView.asp?NavDate=20230110&NavPage=2&ArticleID=2023011006160900206&LinkID=40&NewsSetID=4720	이마트	친환경,사용
7503	DN000000010663859209_4	DN000000010663859209	20230110	언론	"친환경 포장재가 적용된 한우 선물세트.[사진=이마트]
  선물세트에서 스티로폼을 가장 많이 사용하는 분야는 보냉이 필요한 축산, 수산 선물세트다."	http://news.zum.com/articles/80620474	이마트	친환경,사용
7504	DN000000010663861849_4	DN000000010663861849	20230110	언론	"친환경 포장재가 적용된 한우 선물세트.[사진=이마트]



선물세트에서 스티로폼을 가장 많이 사용하는 분야는 보냉이 필요한 축산, 수산 선물세트다."	https://www.newspim.com/news/view/20230109001109	이마트	친환경,사용
7506	DN000000010663836818_9	DN000000010663836818	20230110	언론	포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄 용지를 사용했다.	https://n.news.naver.com/mnews/article/029/0002777663?rc=N&ntype=RANKING&sid=001	이마트	친환경,분리배출,사용,종이
7508	DN000000010663837132_13	DN000000010663837132	20230110	언론	포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며 내부 종이도 콩기름 인쇄 용지를 사용했다.	https://n.news.naver.com/mnews/article/421/0006567193?rc=N&ntype=RANKING&sid=001	이마트	친환경,분리배출,사용,종이
7510	DN000000010663837642_13	DN000000010663837642	20230110	언론	이외에 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄 용지를 사용했다.	https://www.pinpointnews.co.kr/news/articleView.html?idxno=167781	이마트	친환경,분리배출,사용,종이
7515	DN000000010663851398_12	DN000000010663851398	20230110	언론	이외에포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며 내부 종이도 콩기름 인쇄 용지를 사용했다.	https://biz.newdaily.co.kr/site/data/html/2023/01/09/2023010900189.html	이마트	친환경,분리배출,사용,종이
7517	DN000000010663852353_13	DN000000010663852353	20230110	언론	이외에도 포장재 내부에 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄 용지를 사용했다.	http://www.thepublic.kr/news/view/1065605417099981	이마트	친환경,분리배출,사용,종이
7518	DN000000010663853237_11	DN000000010663853237	20230110	언론	이마트는 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했고 내부 종이도 콩기름 인쇄 용지를 사용했다.	https://www.4th.kr/news/articleView.html?idxno=2031894	이마트	친환경,분리배출,사용,종이
7521	DN000000010663872469_14	DN000000010663872469	20230110	언론	이외에포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄 용지를 사용했다.	http://www.lcnews.co.kr/news/articleView.html?idxno=43022	이마트	친환경,분리배출,사용,종이
7524	DN000000010663906684_12	DN000000010663906684	20230110	언론	포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄용지를 사용했다.	https://www.dailian.co.kr/news/view/1191455/	이마트	친환경,분리배출,사용,종이
7528	DN000000010663969886_12	DN000000010663969886	20230110	언론	이외 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며 내부 종이도 콩기름 인쇄 용지를 사용했다.	http://www.slist.kr/news/articleView.html?idxno=416056	이마트	친환경,분리배출,사용,종이
7531	DN000000010664086651_12	DN000000010664086651	20230110	언론	이외에 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄 용지를 사용했습니다.	http://news.zum.com/articles/80622784	이마트	친환경,분리배출,사용,종이
7536	DN000000010664138472_10	DN000000010664138472	20230110	언론	아울러 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 접목했고 내부 종이도 콩기름 인쇄용지를 사용했다.	http://www.shinailbo.co.kr/news/articleView.html?idxno=1647654	이마트	친환경,분리배출,사용,종이
7553	DN000000010664546195_13	DN000000010664546195	20230110	언론	이외에 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄 용지를 사용했다.	https://www.shinsegaegroupnewsroom.com/97044/	이마트	친환경,분리배출,사용,종이
7554	DN000000010664613562_8	DN000000010664613562	20230110	언론	포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부종이도 콩기름 인쇄용지를 사용했다.	http://www.gwangnam.co.kr/read.php3?aid=1673319623437227015	이마트	친환경,분리배출,사용,종이
7556	DN000000010664850728_12	DN000000010664850728	20230110	언론	이외에도 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했으며, 내부 종이도 콩기름 인쇄 용지를 사용했다.	http://www.ekn.kr/web/view.php?key=20230110010002156	이마트	친환경,분리배출,사용,종이
7563	DN000000010664218697_13	DN000000010664218697	20230110	언론	이외에 포장재 내부도 분리배출 방법 등을 표시한 친환경 디자인을 적용했다.	http://www.srtimes.kr/news/articleView.html?idxno=127495	이마트	친환경,분리배출
