	문서번호	문장번호	수집일	채널	문장	URL	회사명	연관어
17	DN000000010636973617_16	DN000000010636973617	20230101	언론	또 플라스틱 대신 종이 펄프를 사용하거나 부자재 사용을 최소화한 친환경 포장 선물 세트도 기존 ‘청과’ 및 ‘수산’ 등에 이어 이번 설부터는 ‘견과’ 선물 세트에서도 만날 수 있다.	https://v.daum.net/v/20230101060025927	롯데쇼핑	포장,친환경 포장,사용,종이,플라스틱,최소화
18	DN000000010636973628_17	DN000000010636973628	20230101	언론	플라스틱 대신 종이 펄프를 사용하거나 부자재 사용을 최소화한 친환경 포장 선물 세트도 기존 청과·수산 등에 이어, 견과 선물 세트에서도 만날 수 있다.	https://n.news.naver.com/mnews/article/277/0005199352?rc=N&ntype=RANKING&sid=001	롯데쇼핑	포장,친환경 포장,사용,종이,플라스틱,최소화
20	DN000000010636973943_16	DN000000010636973943	20230101	언론	아울러 플라스틱 대신 종이 펄프를 사용하거나 부자재 사용을 최소화한 친환경 포장 선물 세트도 기존 청과 및 수산 등에 이어 이번 설부터는 견과 선물 세트에서도 만날 수 있다.	https://n.news.naver.com/mnews/article/421/0006551275?rc=N&ntype=RANKING&sid=001	롯데쇼핑	포장,친환경 포장,사용,종이,플라스틱,최소화
32	DN000000010637314685_9	DN000000010637314685	20230101	언론	친환경 선물포장을 강화한다.	https://www.asiatoday.co.kr/view.php?key=20230101010000173	롯데쇼핑	포장,친환경 포장
84	DN000000010637014537_1	DN000000010637014537	20230101	언론	프리미엄·친환경 초점…롯데百, 설 선물 본판매\n[아시아경제 김유리 기자] 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작한다고 1일 밝혔다.	https://www.ppomppu.co.kr/zboard/view.php?id=news_economy&no=202794	롯데쇼핑	친환경,판매
85	DN000000010637314685_1	DN000000010637314685	20230101	언론	"백화점, 설 선물세트 본판매 돌입…프리미엄 상품 강화\n롯데·현대는 2일부터…신세계는 3일부터 시작
가심비·가성비, 투트랙 전략…친환경도 반영 
2. [롯데백화점] 2023 설 마중 대표 이미지0
롯데백화점은 2일부터 설 선물세트 판매에 돌입하고 프리미엄 상품을 대거 선보인다."	https://www.asiatoday.co.kr/view.php?key=20230101010000173	롯데쇼핑	친환경,판매
86	DN000000010637317375_1	DN000000010637317375	20230101	언론	"백화점, 설 선물세트 본판매 돌입…프리미엄 상품 강화\n롯데·현대는 2일부터…신세계는 3일부터 시작
 
가심비·가성비, 투트랙 전략…친환경도 반영
롯데백화점은 2일부터 설 선물세트 판매에 돌입하고 프리미엄 상품을 대거 선보인다."	http://news.zum.com/articles/80454301	롯데쇼핑	친환경,판매
87	DN000000010637320871_1	DN000000010637320871	20230101	언론	"백화점, 설 선물세트 본판매 돌입…프리미엄 상품 강화\n롯데·현대는 2일부터…신세계는 3일부터 시작
가심비·가성비, 투트랙 전략…친환경도 반영
롯데백화점은 2일부터 설 선물세트 판매에 돌입하고 프리미엄 상품을 대거 선보인다."	http://news.nate.com/view/20230101n06869?mid=n0100	롯데쇼핑	친환경,판매
88	DN000000010637430932_3	DN000000010637430932	20230101	언론	"롯데백화점

1일 업계에 따르면 롯데백화점은 2일부터 전점에서 친환경과 프리미엄을 앞세운 선물 세트 판매에 들어간다."	https://n.news.naver.com/mnews/article/032/0003196378?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,판매
89	DN000000010637435046_3	DN000000010637435046	20230101	언론	"롯데백화점
  
1일 업계에 따르면 롯데백화점은 2일부터 전점에서 친환경과 프리미엄을 앞세운 선물 세트 판매에 들어간다."	https://www.khan.co.kr/economy/economy-general/article/202301011142001	롯데쇼핑	친환경,판매
90	DN000000010637442664_3	DN000000010637442664	20230101	언론	"롯데백화점   
1일 업계에 따르면 롯데백화점은 2일부터 전점에서 친환경과 프리미엄을 앞세운 선물 세트 판매에 들어간다."	https://v.daum.net/v/20230101114222135	롯데쇼핑	친환경,판매
91	DN000000010637446971_3	DN000000010637446971	20230101	언론	"롯데백화점
1일 업계에 따르면 롯데백화점은 2일부터 전점에서 친환경과 프리미엄을 앞세운 선물 세트 판매에 들어간다."	http://news.nate.com/view/20230101n08211?mid=n0100	롯데쇼핑	친환경,판매
92	DN000000010637448386_3	DN000000010637448386	20230101	언론	"롯데백화점
  1일 업계에 따르면 롯데백화점은 2일부터 전점에서 친환경과 프리미엄을 앞세운 선물 세트 판매에 들어간다."	http://news.zum.com/articles/80455246	롯데쇼핑	친환경,판매
93	DN000000010636973943_1	DN000000010636973943	20230101	언론	"롯데百, 설 선물세트 본 판매 시작…""프리미엄 선물 적극 공략""\n'친환경 트렌드 맞춘' 저탄소 한우 세트도 선봬
	
			(롯데백화점 제공)

(서울=뉴스1) 이상학 기자 = 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작하고 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	https://n.news.naver.com/mnews/article/421/0006551275?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,저탄소,판매
94	DN000000010636975793_1	DN000000010636975793	20230101	언론	"롯데百, 설 선물세트 본 판매 시작…""프리미엄 선물 적극 공략""\n'친환경 트렌드 맞춘' 저탄소 한우 세트도 선봬 
   

  (롯데백화점 제공)   
(서울=뉴스1) 이상학 기자 = 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작하고 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	https://v.daum.net/v/20230101060115040	롯데쇼핑	친환경,저탄소,판매
95	DN000000010636984424_1	DN000000010636984424	20230101	언론	"롯데百, 설 선물세트 본 판매 시작…""프리미엄 선물 적극 공략""\n'친환경 트렌드 맞춘' 저탄소 한우 세트도 선봬
(롯데백화점 제공)
  (서울=뉴스1) 이상학 기자 = 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작하고 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	http://news.zum.com/articles/80450796	롯데쇼핑	친환경,저탄소,판매
96	DN000000010636973617_1	DN000000010636973617	20230101	언론	"'프리미엄·친환경' 롯데百, 설 선물세트 본판매 돌입\n2일부터 전점서 다양한 선물 엄선 준비
한우 등급·청과 당도 높여..와인 전문 소믈리에가 골라
업계 최초로 탄소배출량 줄인 저탄소 한우 선물 세트
친환경 포장재 사용·보랭가방 회수 프로모션도 확대 
  
 [이데일리 백주아 기자] 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작해 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	https://v.daum.net/v/20230101060025927	롯데쇼핑	친환경,저탄소,배출량,확대,최초,사용,탄소 배출량,판매
97	DN000000010636973711_1	DN000000010636973711	20230101	언론	"'프리미엄·친환경' 롯데百, 설 선물세트 본판매 돌입\n2일부터 전점서 다양한 선물 엄선 준비
한우 등급·청과 당도 높여..와인 전문 소믈리에가 골라
업계 최초로 탄소배출량 줄인 저탄소 한우 선물 세트
친환경 포장재 사용·보랭가방 회수 프로모션도 확대[이데일리 백주아 기자] 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작해 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	https://n.news.naver.com/mnews/article/018/0005397511?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,저탄소,배출량,확대,최초,사용,탄소 배출량,판매
98	DN000000010636981996_1	DN000000010636981996	20230101	언론	"'프리미엄·친환경' 롯데百, 설 선물세트 본판매 돌입\n- 2일부터 전점서 다양한 선물 엄선 준비
- 한우 등급·청과 당도 높여..와인 전문 소믈리에가 골라
- 업계 최초로 탄소배출량 줄인 저탄소 한우 선물 세트
- 친환경 포장재 사용·보랭가방 회수 프로모션도 확대

[이데일리 백주아 기자] 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작해 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	http://cn.moneta.co.kr/Service/paxnet/ShellView.asp?ArticleID=2023010106003200060&LinkID=40&NewsSetID=4720	롯데쇼핑	친환경,저탄소,배출량,확대,최초,사용,탄소 배출량,판매
99	DN000000010636983180_1	DN000000010636983180	20230101	언론	"'프리미엄·친환경' 롯데百, 설 선물세트 본판매 돌입\n- 2일부터 전점서 다양한 선물 엄선 준비
- 한우 등급·청과 당도 높여..와인 전문 소믈리에가 골라
- 업계 최초로 탄소배출량 줄인 저탄소 한우 선물 세트
- 친환경 포장재 사용·보랭가방 회수 프로모션도 확대
[이데일리 백주아 기자] 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작해 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	http://news.nate.com/view/20230101n02075?mid=n0100	롯데쇼핑	친환경,저탄소,배출량,확대,최초,사용,탄소 배출량,판매
100	DN000000010636984186_1	DN000000010636984186	20230101	언론	"'프리미엄·친환경' 롯데百, 설 선물세트 본판매 돌입\n2일부터 전점서 다양한 선물 엄선 준비
한우 등급·청과 당도 높여..와인 전문 소믈리에가 골라
업계 최초로 탄소배출량 줄인 저탄소 한우 선물 세트
친환경 포장재 사용·보랭가방 회수 프로모션도 확대  
 [이데일리 백주아 기자] 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작해 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	https://www.edaily.co.kr/news/read?newsId=01102086635473456&mediaCodeNo=257	롯데쇼핑	친환경,저탄소,배출량,확대,최초,사용,탄소 배출량,판매
101	DN000000010636984423_1	DN000000010636984423	20230101	언론	"'프리미엄·친환경' 롯데百, 설 선물세트 본판매 돌입\n2일부터 전점서 다양한 선물 엄선 준비
 
한우 등급·청과 당도 높여..와인 전문 소믈리에가 골라
 
업계 최초로 탄소배출량 줄인 저탄소 한우 선물 세트
 
친환경 포장재 사용·보랭가방 회수 프로모션도 확대
  [이데일리 백주아 기자] 롯데백화점은 2일부터 전점에서 설 선물세트 본 판매를 시작해 프리미엄 선물 수요를 적극 공략한다고 1일 밝혔다."	http://news.zum.com/articles/80450807	롯데쇼핑	친환경,저탄소,배출량,확대,최초,사용,탄소 배출량,판매
102	DN000000010637294264_8	DN000000010637294264	20230101	언론	또 재활용된 소재로 제작한 보랭 가방을 활용하는 등 상품부터 선물 포장에 이르기까지 친환경 콘텐츠도 강화했다.	https://v.daum.net/v/20230101102638821	롯데쇼핑	친환경,재활용,포장,소재
111	DN000000010636973628_16	DN000000010636973628	20230101	언론	친환경 상품인 만큼 리사이클 소재로 제작한 보랭 가방에 넣어 판매한다.	https://n.news.naver.com/mnews/article/277/0005199352?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,리사이클,소재,판매
120	DN000000010636973628_14	DN000000010636973628	20230101	언론	친환경 콘텐츠도 강화했다.	https://n.news.naver.com/mnews/article/277/0005199352?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경
134	DN000000010637314685_7	DN000000010637314685	20230101	언론	일반 한우보다 탄소 배출량이 65% 적은 '저탄소 한우 선물세트' 등 친환경 콘텐츠도 강화했다.	https://www.asiatoday.co.kr/view.php?key=20230101010000173	롯데쇼핑	저탄소,친환경,배출량,탄소 배출량
137	DN000000010636973617_15	DN000000010636973617	20230101	언론	대표 상품은 ‘저탄소 한우 로얄 GIFT(56만원)’, ‘저탄소 한우 특선 GIFT(46만원)’, ‘저탄소 한우 혼합 GIIFT(43만원)’ 등으로 친환경 상품인 만큼 리사이클 소재로 제작한 보랭 가방에 넣어 판매한다.	https://v.daum.net/v/20230101060025927	롯데쇼핑	저탄소,친환경,리사이클,소재,판매
170	DN000000010636973617_6	DN000000010636973617	20230101	언론	이에 롯데백화점은 이번 설을 맞아 주요 선물 카테고리별 프리미엄 상품을 더욱 강화하고 가치소비 트렌드에 맞는 친환경 콘텐츠도 다양하게 준비했다.	https://v.daum.net/v/20230101060025927	롯데쇼핑	소비,친환경
172	DN000000010636973943_5	DN000000010636973943	20230101	언론	롯데백화점은 이번 설을 맞아 주요 선물 카테고리별 프리미엄 상품을 강화하고 가치소비 트렌드에 맞는 친환경 콘텐츠도 다양하게 준비했다.	https://n.news.naver.com/mnews/article/421/0006551275?rc=N&ntype=RANKING&sid=001	롯데쇼핑	소비,친환경
179	DN000000010637239184_5	DN000000010637239184	20230101	언론	이에 이번 설을 맞아 주요 선물 카테고리별 프리미엄 상품을 더욱 강화하고, 가치소비 트렌드에 맞는 친환경 콘텐츠도 다양하게 준비했다.	http://news.nate.com/view/20230101n05553?mid=n0100	롯데쇼핑	소비,친환경
181	DN000000010637294264_3	DN000000010637294264	20230101	언론	롯데백화점은 이번 설을 맞아 주요 선물 카테고리별로 프리미엄 상품을 더욱 강화하고 가치소비 트렌드에 맞는 친환경 콘텐츠도 다양하게 준비했다.	https://v.daum.net/v/20230101102638821	롯데쇼핑	소비,친환경
522	CF000000010639225950_2	CF000000010639225950	20230102	카페	"2.롯데百, 이번 설 선물 키워드는 ‘프리미엄’·‘친환경’
롯데백화점이 1월2일부터 전점에서 설 선물세트 본 판매를 시작한다."	https://cafe.naver.com/trendhunting/324375	롯데쇼핑	친환경,판매
523	CF000000010639225950_3	CF000000010639225950	20230102	카페	롯데백화점은 올해 설 선물 키워드로 프리미엄과 친환경을 선정하고 설 선물 수요를 적극 공략한다는 방침이다.	https://cafe.naver.com/trendhunting/324375	롯데쇼핑	친환경
532	DN000000010639892506_4	DN000000010639892506	20230102	언론	저탄소 비건 등 친환경 트렌드를 반영한 '가치소비' 선물세트도 마련됐다.	https://v.daum.net/v/20230102101407919	롯데쇼핑	저탄소,친환경,소비
534	DN000000010639914267_4	DN000000010639914267	20230102	언론	저탄소 비건 등 친환경 트렌드를 반영한 ‘가치소비’ 선물세트도 마련됐다.	https://sports.hankooki.com/news/articleView.html?idxno=6817313	롯데쇼핑	저탄소,친환경,소비
536	DN000000010641816707_5	DN000000010641816707	20230102	언론	1+ 등급 이상 프리미엄 한우 선물 세트 품목 수를 지난 설보다 40% 이상 늘렸고, 일반 한우보다 탄소 배출량이 65% 적은 ‘저탄소 한우 선물세트’ 등 친환경 콘텐츠도 강화했다.	http://www.idaegu.co.kr/news/articleView.html?idxno=406430	롯데쇼핑	저탄소,친환경,배출량,탄소 배출량
537	DN000000010639892506_14	DN000000010639892506	20230102	언론	대표 상품은 '저탄소 한우 로얄 GIFT(56만원)', '저탄소 한우 특선 GIFT(.46만원)', '저탄소 한우 혼합 GIIFT(43만원)' 등으로, 친환경 상품인 만큼 리사이클 소재로 제작한 보랭 가방에 넣어 판매한다.	https://v.daum.net/v/20230102101407919	롯데쇼핑	저탄소,친환경,리사이클,소재,판매
539	DN000000010639914267_14	DN000000010639914267	20230102	언론	대표 상품은 ‘저탄소 한우 로얄 GIFT(56만원)’, ‘저탄소 한우 특선 GIFT(.46만원)’, ‘저탄소 한우 혼합 GIIFT(43만원)’ 등으로, 친환경 상품인 만큼 리사이클 소재로 제작한 보랭 가방에 넣어 판매한다.	https://sports.hankooki.com/news/articleView.html?idxno=6817313	롯데쇼핑	저탄소,친환경,리사이클,소재,판매
818	DN000000010643977776_33	DN000000010643977776	20230103	언론	또 플라스틱 대신 종이 펄프를 사용하거나 부자재 사용을 최소화한 친환경 포장 선물 세트도 기존 '청과' 및 '수산' 등에 이어, 이번 설부터는 '견과' 선물 세트에도 적용했다.	https://www.metroseoul.co.kr/article/20230103500424	롯데쇼핑	포장,친환경 포장,사용,종이,플라스틱,최소화
820	DN000000010644719216_3	DN000000010644719216	20230103	언론	대전 S백화점은 ‘삼배체굴’, ‘옥돔’ 등 겨울 제철 상품을 중심으로 신규 설 선물세트 물량을 20%가량 늘렸을 뿐 아니라 전체 선물 세트의 80%가량을 재사용이 가능한 친환경 포장을 사용했다.	http://www.cctoday.co.kr/news/articleView.html?idxno=2172187	롯데쇼핑	포장,친환경 포장,사용,재사용
844	DN000000010643967115_1	DN000000010643967115	20230103	언론	"친환경부터 프리미엄까지···백화점 4사, 설 선물판매 본격화\n롯데백화점 본점 2023년 설 선물세트/사진=롯데백화점 제공

 2023년 신년을 맞이하면서 주요 백화점 업계가 설 선물판매를 본격화하고 나섰다."	http://www.newsway.co.kr/news/view?ud=2023010316000769802	롯데쇼핑	친환경,판매
845	CF000000010644043421_11	CF000000010644043421	20230103	카페	또 재활용된 소재로 제작한 보랭가방을 활용하는 등 상품부터 선물 포장에 이르기까지 친환경 콘텐츠도 강화했다고 합니다.	https://cafe.naver.com/s2helen/4482	롯데쇼핑	친환경,재활용,포장,소재
846	DN000000010643967115_2	DN000000010643967115	20230103	언론	업계는 프리미엄, 친환경 상품군을 대폭 늘리며 고객 수요 잡기에 주력하고 있다.	http://www.newsway.co.kr/news/view?ud=2023010316000769802	롯데쇼핑	친환경
847	DN000000010643977776_34	DN000000010643977776	20230103	언론	"업계 관계자는 ""백화점 업계에서는 사전 예약 매출 데이터를 공개하지 않았지만 선물세트의 프리미엄화가 더욱 치열해진 것으로 보아 프리미엄 선물 매출이 중저가 선물 매출을 앞지르지 않을까 예상된다""며 ""친환경은 업계 전반의 관심이지만 유독 백화점 업계서 눈에 띄는 데에는 해당 업계 고객들이 가격 외 다양한 요소를 고려한다는 증거""라고 설명했다."	https://www.metroseoul.co.kr/article/20230103500424	롯데쇼핑	친환경
848	DN000000010643977776_5	DN000000010643977776	20230103	언론	3일 <메트로경제> 의 취재를 종합해보면, 대형마트 업계에서는 '가성비' 선물세트 매출의 상승이 뚜렷하게 나타났지만 백화점 업계에서는 '초(超) 프리미엄화'와 '친환경'이 선물세트 트랜드로 떠올랐다.	https://www.metroseoul.co.kr/article/20230103500424	롯데쇼핑	친환경
856	DN000000010643967115_9	DN000000010643967115	20230103	언론	대표 상품은 '저탄소 한우 로얄 GIFT', '저탄소 한우 특선 GIFT'. '저탄소 한우 혼합 GIFT' 등으로, 친환경 상품인 만큼 리사이클 소재로 제작한 보랭 가방에 넣어 판매한다.	http://www.newsway.co.kr/news/view?ud=2023010316000769802	롯데쇼핑	저탄소,친환경,리사이클,소재,판매
898	DN000000010644719216_10	DN000000010644719216	20230103	언론	L 백화점도 주요 선물별 프리미엄 상품을 강화하고, 가치 소비 트렌드에 맞는 친환경 제품을 선보인다.	http://www.cctoday.co.kr/news/articleView.html?idxno=2172187	롯데쇼핑	소비,친환경 제품
899	CF000000010644043421_6	CF000000010644043421	20230103	카페	롯데백화점은 이번 설을 맞아 주요 선물 카테고리별로 프리미엄 상품을 더욱 강화하고 가치소비 트렌드에 맞는 친환경 콘텐츠도 다양하게 준비했다고 합니다.	https://cafe.naver.com/s2helen/4482	롯데쇼핑	소비,친환경
900	DN000000010643977776_2	DN000000010643977776	20230103	언론	주요 선물 카테고리별 프리미엄 상품을 더욱 강화함과 동시에, 가치소비 트렌드에 맞는 친환경 콘텐츠도 다양하게 준비했다.	https://www.metroseoul.co.kr/article/20230103500424	롯데쇼핑	소비,친환경
2208	CF000000010646020790_26	CF000000010646020790	20230104	카페	"(1) 유통업체 최초 재생자전거 팝업스토어 오픈
- 버려진 자전거를 서울시 자활센터(장애인 재활센터)에서 수리하여 재가공한 후, 마트에 납품. 마트는 오프라인으로 소비자 판매
- 당사는 매출 발생 및 신규스타트업(라이트브라더스) 발굴, 지역사회는 장애인 고용 창출, 소비자는 저렴한 구매 및 탄소배출 저감활동 실천, 지구환경은 자전거 재활용을 통한 폐기물 축소 및 탄소배출 저감 (모든 영역에서 WIN-WIN)

관련 기사링크
https://www.sedaily.com/NewsView/26B3GWG8NL     

 롯데마트 '송파점에 재생자전거 팝업…친환경 함께해요' 
롯데마트가 버려진 자전거 재생 사업에 동참한다."	https://cafe.naver.com/zrt/131	롯데쇼핑	탄소배출,친환경,재활용,최초,소비자,사회,재생,장애인,폐기물,스타트업,판매,환경
2211	DN000000010647231383_20	DN000000010647231383	20230104	언론	롯데마트는 친환경 상품에 대한 소비자 신뢰를 높이고, 녹색소비 활성화를 위해 PB 친환경 상품에 대한 ‘환경성적표지인증’을 진행하고 있다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,활성화,환경성적표지 인증,소비자,인증,환경표지 인증
2217	DN000000010647231383_13	DN000000010647231383	20230104	언론	롯데마트는 선물세트 외에도 다양한 친환경 상품을 통해 녹색소비 활성화에 기여하고 있다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,활성화
2223	DN000000010647231383_1	DN000000010647231383	20230104	언론	롯데마트, 친환경 포장재 대폭 확대…녹색소비 활성화에 앞장\nR-PET 원단으로 만든 한우 선물세트 가방롯데마트는 친환경 상품으로 녹색소비 활성화에 나선다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,확대,활성화
2224	DN000000010647234936_1	DN000000010647234936	20230104	언론	롯데마트, 친환경 포장재 대폭 확대…녹색소비 활성화에 앞장\nR-PET 원단으로 만든 한우 선물세트 가방  롯데마트는 친환경 상품으로 녹색소비 활성화에 나선다.	https://www.hankyung.com/economy/article/2023010406101	롯데쇼핑	친환경,확대,활성화
2225	DN000000010647248123_1	DN000000010647248123	20230104	언론	"롯데마트, 친환경 포장재 대폭 확대…녹색소비 활성화에 앞장\nR-PET 원단으로 만든 한우 선물세트 가방
롯데마트는 친환경 상품으로 녹색소비 활성화에 나선다."	http://news.nate.com/view/20230104n25838?mid=n0100	롯데쇼핑	친환경,확대,활성화
2226	DN000000010647258600_1	DN000000010647258600	20230104	언론	"롯데마트, 친환경 포장재 대폭 확대…녹색소비 활성화에 앞장\nR-PET 원단으로 만든 한우 선물세트 가방

 롯데마트는 친환경 상품으로 녹색소비 활성화에 나선다."	http://news.zum.com/articles/80527511	롯데쇼핑	친환경,확대,활성화
2227	DN000000010647258684_1	DN000000010647258684	20230104	언론	"롯데마트, 친환경 포장재 대폭 확대…녹색소비 활성화에 앞장\nR-PET 원단으로 만든 한우 선물세트 가방   
롯데마트는 친환경 상품으로 녹색소비 활성화에 나선다."	https://v.daum.net/v/20230104162707635	롯데쇼핑	친환경,확대,활성화
2228	DN000000010647269812_1	DN000000010647269812	20230104	언론	롯데마트, 친환경 포장재 대폭 확대…녹색소비 활성화에 앞장\n롯데마트는 친환경 상품으로 녹색소비 활성화에 나선다.	https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=2023010406101	롯데쇼핑	친환경,확대,활성화
2229	DN000000010647231383_3	DN000000010647231383	20230104	언론	다가오는 설 명절을 앞두고 친환경 포장재를 활용한 선물세트를 확대 운영한다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,확대
2235	DN000000010645907061_16	DN000000010645907061	20230104	언론	"한 백화점 업체 관계자는 ""기존엔 고객들이 선물을 구매할 때 고급스럽게 포장된 선물세트에 대한 선호도가 높았다면, 최근에는 필(必) 환경 트렌드가 확산되면서 친환경 포장재를 사용했는지 확인하고 구매하는 고객이 늘어나고 있는 추세""라고 전했다."	https://n.news.naver.com/mnews/article/003/0011625611?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,포장,사용,환경
2241	DN000000010647231383_2	DN000000010647231383	20230104	언론	지난해 10월 ‘다시, 지구를 새롭게 한다’는 의미를 담은 친환경 캠페인 브랜드 ‘리얼스(RE:EARTH)’를 선보인 롯데마트는 친환경 포장재를 활용한 다양한 상품을 선보이고 있다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,캠페인
2247	DN000000010647231383_22	DN000000010647231383	20230104	언론	인증받은 친환경 상품은 자원순환에 도움이 될 수 있도록 비닐 라벨을 없애 플라스틱 폐기물을 줄이고 재활용 편의성은 높였다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,재활용,라벨 없애다,자원순환,플라스틱 폐기물,인증,폐기물 재활용
2253	DN000000010646442637_5	DN000000010646442637	20230104	언론	일부 견과 선물세트에는 펄프 소재의 친환경 포장재를 도입할 예정이다.	https://www.mk.co.kr/news/business/10592755	롯데쇼핑	친환경,소재
2259	DN000000010647231383_24	DN000000010647231383	20230104	언론	최성운 롯데마트 준법지원부문장은 “친환경 상품을 지속해서 확대해 ESG 경영을 강화하고 가치 소비를 중시하는 소비자의 니즈도 만족시킬 계획”이라며 “친환경 상품 개발은 물론 동반성장, 사회공헌 등에서도 선도적인 ESG 경영을 위해 계속해서 노력하겠다“고 말했다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,소비,확대,경영,개발,소비자,사회공헌,동반성장,사회,준법
2265	DN000000010646018099_22	DN000000010646018099	20230104	언론	유통업계 관계자는 “중고·리퍼 제품은 사용 기한을 늘린다는 점에서 친환경 경영과도 맞닿아 외연이 점차 넓어지고 있다”며 “시장 선점을 위한 유통·플랫폼 기업들의 투자도 한층 치열해질 것”이라고 내다봤다.	https://n.news.naver.com/mnews/article/021/0002549758?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,사용,투자
2269	DN000000010647231383_17	DN000000010647231383	20230104	언론	친환경 포장재 교체로 비용 증가에 대한 우려도 있었지만, 롯데마트는 환경보호를 위해 과감히 결정했다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경,교체,환경보호,환경
2275	DN000000010646442637_2	DN000000010646442637	20230104	언론	ESG(환경·책임·투명경영) 기조 속 친환경·필환경을 생각하는 소비자가 많아지자 앞다퉈 변화하는 모습이다.	https://www.mk.co.kr/news/business/10592755	롯데쇼핑	친환경,경영,필환경,환경
2280	DN000000010647231383_14	DN000000010647231383	20230104	언론	지난해 10월부터 간편식 자체 브랜드(PB) ‘요리하다’ 밀키트 22개 전체 품목에 친환경 종이 패키지를 적용했다.	https://n.news.naver.com/mnews/article/015/0004795818?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경 종이,종이
2286	DN000000010648073982_16	DN000000010648073982	20230104	언론	친환경 포장지나 제품을 도입한 곳도 있습니다.	http://www.sentv.co.kr/news/view/642165	롯데쇼핑	친환경 제품
2287	DN000000010646442637_7	DN000000010646442637	20230104	언론	이 외에도 롯데백화점은 와인 선물세트에 사용되던 플라스틱 및 가죽 코팅지를 종이 소재로 변경하고 축산 선물세트에 생분해성 친환경 젤 아이스팩을 도입하는 등 환경 보호를 위해 노력하고 있다.	https://www.mk.co.kr/news/business/10592755	롯데쇼핑	친환경 아이스팩,아이스팩,사용,종이,소재,플라스틱,환경
2293	DN000000010646442637_1	DN000000010646442637	20230104	언론	"“포장재로 꽁꽁 싸매는건 그만”…명절선물 ‘친환경’이 대세\n롯데백화점 보냉가방. [사진 출처 = 롯데백화점]   
설 명절을 앞두고 백화점 및 식품업계가 친환경 포장재 적용에 열을 올리고 있다."	https://www.mk.co.kr/news/business/10592755	롯데쇼핑	친환경
2294	DN000000010646452577_1	DN000000010646452577	20230104	언론	"“포장재로 꽁꽁 싸매는건 그만”…명절선물 ‘친환경’이 대세\n롯데백화점 보냉가방. [사진 출처 = 롯데백화점]   
 설 명절을 앞두고 백화점 및 식품업계가 친환경 포장재 적용에 열을 올리고 있다."	https://v.daum.net/v/20230104115100740	롯데쇼핑	친환경
2295	DN000000010646452899_1	DN000000010646452899	20230104	언론	“포장재로 꽁꽁 싸매는건 그만”…명절선물 ‘친환경’이 대세\n롯데백화점 보냉가방. [사진 출처 = 롯데백화점]설 명절을 앞두고 백화점 및 식품업계가 친환경 포장재 적용에 열을 올리고 있다.	https://n.news.naver.com/mnews/article/009/0005069890?rc=N&ntype=RANKING&sid=001	롯데쇼핑	친환경
